row_id,order_id,order_date,ship_date,customer_id,customer_name,segment,country,state,city,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
830,CA-2017-129462,2017-06-16,2017-06-21,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",KENTUCKY,FLORENCE,41042,SOUTH,FUR-CH-10000665,FURNITURE,CHAIRS,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0.000,90.59
831,CA-2017-129462,2017-06-16,2017-06-21,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",KENTUCKY,FLORENCE,41042,SOUTH,OFF-AP-10003884,"OFFICE SUPPLIES",APPLIANCES,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,0.000,50.58
832,CA-2017-129462,2017-06-16,2017-06-21,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",KENTUCKY,FLORENCE,41042,SOUTH,TEC-PH-10001557,TECHNOLOGY,PHONES,"Pyle PMP37LED",191.98,2,0.000,51.83
833,CA-2017-129462,2017-06-16,2017-06-21,JE-15745,"Joel Eaton",CONSUMER,"UNITED STATES",KENTUCKY,FLORENCE,41042,SOUTH,TEC-PH-10002085,TECHNOLOGY,PHONES,"Clarity 53712",65.99,1,0.000,17.16
834,CA-2016-165316,2016-07-23,2016-07-27,JB-15400,"Jennifer Braxton",CORPORATE,"UNITED STATES",FLORIDA,TAMPA,33614,SOUTH,OFF-AR-10002956,"OFFICE SUPPLIES",ART,"Boston 16801 Nautilus Battery Pencil Sharpener",35.22,2,0.200,2.64
835,CA-2016-165316,2016-07-23,2016-07-27,JB-15400,"Jennifer Braxton",CORPORATE,"UNITED STATES",FLORIDA,TAMPA,33614,SOUTH,OFF-AP-10003266,"OFFICE SUPPLIES",APPLIANCES,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.70,2,0.200,6.52
836,CA-2016-165316,2016-07-23,2016-07-27,JB-15400,"Jennifer Braxton",CORPORATE,"UNITED STATES",FLORIDA,TAMPA,33614,SOUTH,TEC-MA-10004002,TECHNOLOGY,MACHINES,"Zebra GX420t Direct Thermal/Thermal Transfer Printer",265.48,1,0.500,-111.50
837,US-2014-115987,2014-09-08,2014-09-13,LH-17020,"Lisa Hazard",CONSUMER,"UNITED STATES",TEXAS,TYLER,75701,CENTRAL,OFF-BI-10001071,"OFFICE SUPPLIES",BINDERS,"GBC ProClick Punch Binding System",51.18,4,0.800,-79.34
838,US-2017-156083,2017-11-04,2017-11-11,JL-15175,"James Lanier","HOME OFFICE","UNITED STATES",TENNESSEE,COLUMBIA,38401,SOUTH,OFF-PA-10001560,"OFFICE SUPPLIES",PAPER,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2,0.200,3.26
839,US-2016-137547,2016-03-07,2016-03-12,EB-13705,"Ed Braxton",CORPORATE,"UNITED STATES",TEXAS,"FORT WORTH",76106,CENTRAL,TEC-PH-10002365,TECHNOLOGY,PHONES,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",21.07,3,0.200,1.58
840,CA-2015-100454,2015-11-20,2015-11-25,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-AR-10004648,"OFFICE SUPPLIES",ART,"Boston 19500 Mighty Mite Electric Pencil Sharpener",60.45,3,0.000,16.32
841,CA-2015-100454,2015-11-20,2015-11-25,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-AR-10002578,"OFFICE SUPPLIES",ART,"Newell 335",11.52,4,0.000,3.34
842,CA-2015-100454,2015-11-20,2015-11-25,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,FUR-BO-10001519,FURNITURE,BOOKCASES,"O'Sullivan 3-Shelf Heavy-Duty Bookcases",186.05,4,0.200,9.30
843,CA-2016-161669,2016-11-07,2016-11-09,EM-14095,"Eudokia Martin",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-BI-10001294,"OFFICE SUPPLIES",BINDERS,"Fellowes Binding Cases",37.44,4,0.200,11.70
844,CA-2016-161669,2016-11-07,2016-11-09,EM-14095,"Eudokia Martin",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-BI-10001636,"OFFICE SUPPLIES",BINDERS,"Ibico Plastic and Wire Spiral Binding Combs",26.98,4,0.200,8.77
845,CA-2016-161669,2016-11-07,2016-11-09,EM-14095,"Eudokia Martin",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-SU-10002503,"OFFICE SUPPLIES",SUPPLIES,"Acme Preferred Stainless Steel Scissors",11.36,2,0.000,3.29
846,CA-2016-161669,2016-11-07,2016-11-09,EM-14095,"Eudokia Martin",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90036,WEST,OFF-LA-10004093,"OFFICE SUPPLIES",LABELS,"Avery 486",14.62,2,0.000,6.87
847,CA-2015-114300,2015-10-13,2015-10-17,AF-10885,"Art Foster",CONSUMER,"UNITED STATES",KENTUCKY,LOUISVILLE,40214,SOUTH,TEC-PH-10001552,TECHNOLOGY,PHONES,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",83.72,7,0.000,23.44
848,CA-2015-114300,2015-10-13,2015-10-17,AF-10885,"Art Foster",CONSUMER,"UNITED STATES",KENTUCKY,LOUISVILLE,40214,SOUTH,FUR-CH-10001891,FURNITURE,CHAIRS,"Global Deluxe Office Fabric Chairs",287.94,3,0.000,77.74
849,CA-2017-107503,2017-01-01,2017-01-06,GA-14725,"Guy Armstrong",CONSUMER,"UNITED STATES",OHIO,LORAIN,44052,EAST,FUR-FU-10003878,FURNITURE,FURNISHINGS,"Linden 10" Round Wall Clock",NULL,NULL,NULL,0.20
850,CA-2014-107755,2014-02-07,2014-02-12,CK-12760,"Cyma Kinney",CORPORATE,"UNITED STATES","NEW JERSEY",LINDEN,07036,EAST,TEC-AC-10000710,TECHNOLOGY,ACCESSORIES,"Maxell DVD-RAM Discs",115.36,7,0.000,49.60
851,CA-2016-152534,2016-06-20,2016-06-25,DP-13105,"Dave Poirier",CORPORATE,"UNITED STATES",CALIFORNIA,SALINAS,93905,WEST,OFF-AR-10002335,"OFFICE SUPPLIES",ART,"DIXON Oriole Pencils",5.16,2,0.000,1.34
852,CA-2016-152534,2016-06-20,2016-06-25,DP-13105,"Dave Poirier",CORPORATE,"UNITED STATES",CALIFORNIA,SALINAS,93905,WEST,OFF-PA-10001870,"OFFICE SUPPLIES",PAPER,"Xerox 202",38.88,6,0.000,18.66
853,CA-2016-113747,2016-05-28,2016-06-04,VD-21670,"Valerie Dominguez",CONSUMER,"UNITED STATES",MISSISSIPPI,JACKSON,39212,SOUTH,OFF-AR-10003373,"OFFICE SUPPLIES",ART,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0.000,50.19
854,CA-2016-123274,2016-02-19,2016-02-24,GT-14710,"Greg Tran",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,FUR-FU-10004090,FURNITURE,FURNISHINGS,"Executive Impressions 14" Contract Wall Clock"",44.46,2,0.000,14.67
855,CA-2016-123274,2016-02-19,2016-02-24,GT-14710,"Greg Tran",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-ST-10000736,"OFFICE SUPPLIES",STORAGE,"Carina Double Wide Media Storage Towers in Natural & Black",242.94,3,0.000,9.72
856,CA-2014-125612,2014-08-03,2014-08-08,BK-11260,"Berenike Kampe",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-PA-10001019,"OFFICE SUPPLIES",PAPER,"Xerox 1884",39.96,2,0.000,18.78
857,CA-2014-125612,2014-08-03,2014-08-08,BK-11260,"Berenike Kampe",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-SU-10002537,"OFFICE SUPPLIES",SUPPLIES,"Acme Box Cutter Scissors",102.30,10,0.000,26.60
858,CA-2014-125612,2014-08-03,2014-08-08,BK-11260,"Berenike Kampe",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10035,EAST,OFF-ST-10003221,"OFFICE SUPPLIES",STORAGE,"Staple magnet",21.36,2,0.000,5.77
859,CA-2017-161984,2017-04-10,2017-04-15,SJ-20125,"Sanjit Jacobs","HOME OFFICE","UNITED STATES","NEW JERSEY","NEW BRUNSWICK",08901,EAST,OFF-PA-10004569,"OFFICE SUPPLIES",PAPER,"Wirebound Message Books, Two 4 1/4" x 5"" Forms per Page"",7.61,1,0.000,3.58
860,CA-2017-161984,2017-04-10,2017-04-15,SJ-20125,"Sanjit Jacobs","HOME OFFICE","UNITED STATES","NEW JERSEY","NEW BRUNSWICK",08901,EAST,OFF-FA-10000624,"OFFICE SUPPLIES",FASTENERS,"OIC Binder Clips",7.16,2,0.000,3.58
861,CA-2014-133851,2014-06-09,2014-06-16,CM-12445,"Chuck Magee",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-SU-10001225,"OFFICE SUPPLIES",SUPPLIES,"Staple remover",7.36,2,0.000,0.15
862,CA-2014-133851,2014-06-09,2014-06-16,CM-12445,"Chuck Magee",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-AR-10003752,"OFFICE SUPPLIES",ART,"Deluxe Chalkboard Eraser Cleaner",23.10,2,0.000,10.63
863,CA-2016-134474,2016-01-05,2016-01-07,AJ-10795,"Anthony Johnson",CORPORATE,"UNITED STATES",FLORIDA,JACKSONVILLE,32216,SOUTH,TEC-AC-10001714,TECHNOLOGY,ACCESSORIES,"Logitech MX Performance Wireless Mouse",191.47,6,0.200,40.69
864,CA-2016-134474,2016-01-05,2016-01-07,AJ-10795,"Anthony Johnson",CORPORATE,"UNITED STATES",FLORIDA,JACKSONVILLE,32216,SOUTH,OFF-AR-10003958,"OFFICE SUPPLIES",ART,"Newell 337",5.25,2,0.200,0.59
865,CA-2016-134474,2016-01-05,2016-01-07,AJ-10795,"Anthony Johnson",CORPORATE,"UNITED STATES",FLORIDA,JACKSONVILLE,32216,SOUTH,TEC-PH-10002923,TECHNOLOGY,PHONES,"Logitech B530 USB Headset - headset - Full size, Binaural",59.18,2,0.200,5.18
866,CA-2014-149020,2014-01-10,2014-01-15,AJ-10780,"Anthony Jacobs",CORPORATE,"UNITED STATES",VIRGINIA,SPRINGFIELD,22153,SOUTH,OFF-LA-10004272,"OFFICE SUPPLIES",LABELS,"Avery 482",2.89,1,0.000,1.36
867,CA-2014-149020,2014-01-10,2014-01-15,AJ-10780,"Anthony Jacobs",CORPORATE,"UNITED STATES",VIRGINIA,SPRINGFIELD,22153,SOUTH,FUR-FU-10000965,FURNITURE,FURNISHINGS,"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock"",51.94,1,0.000,21.30
868,CA-2016-134362,2016-09-29,2016-10-02,LS-16945,"Linda Southworth",CORPORATE,"UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19140,EAST,OFF-LA-10004853,"OFFICE SUPPLIES",LABELS,"Avery 483",15.94,4,0.200,5.18
869,CA-2014-136742,2014-04-06,2014-04-10,GP-14740,"Guy Phonely",CORPORATE,"UNITED STATES",PENNSYLVANIA,LANCASTER,17602,EAST,OFF-BI-10003719,"OFFICE SUPPLIES",BINDERS,"Large Capacity Hanging Post Binders",44.91,6,0.700,-35.93
870,CA-2016-158099,2016-09-03,2016-09-05,PK-18910,"Paul Knutson","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19143,EAST,OFF-BI-10000545,"OFFICE SUPPLIES",BINDERS,"GBC Ibimaster 500 Manual ProClick Binding System",1141.47,5,0.700,-760.98
871,CA-2016-158099,2016-09-03,2016-09-05,PK-18910,"Paul Knutson","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19143,EAST,TEC-PH-10002496,TECHNOLOGY,PHONES,"Cisco SPA301",280.78,3,0.400,-46.80
872,CA-2015-131128,2015-10-19,2015-10-20,TB-21520,"Tracy Blumstein",CONSUMER,"UNITED STATES","NEW HAMPSHIRE",CONCORD,03301,EAST,OFF-PA-10003591,"OFFICE SUPPLIES",PAPER,"Southworth 100% Cotton The Best Paper",34.44,3,0.000,17.22
873,CA-2014-148488,2014-12-10,2014-12-15,SM-20005,"Sally Matthias",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-PA-10004470,"OFFICE SUPPLIES",PAPER,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4""",NULL,NULL,NULL,0.00
874,CA-2014-148488,2014-12-10,2014-12-15,SM-20005,"Sally Matthias",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-BI-10000315,"OFFICE SUPPLIES",BINDERS,"Poly Designer Cover & Back",106.34,7,0.200,37.22
875,CA-2017-114636,2017-08-25,2017-08-29,GA-14725,"Guy Armstrong",CONSUMER,"UNITED STATES","NORTH CAROLINA",CHARLOTTE,28205,SOUTH,OFF-PA-10001790,"OFFICE SUPPLIES",PAPER,"Xerox 1910",192.16,5,0.200,67.26
876,CA-2016-116736,2016-01-17,2016-01-21,CC-12430,"Chuck Clark","HOME OFFICE","UNITED STATES","NEW HAMPSHIRE",CONCORD,03301,EAST,FUR-FU-10004017,FURNITURE,FURNISHINGS,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49"""",322.59,3,0.000,64.52
877,CA-2016-116736,2016-01-17,2016-01-21,CC-12430,"Chuck Clark","HOME OFFICE","UNITED STATES","NEW HAMPSHIRE",CONCORD,03301,EAST,TEC-AC-10003628,TECHNOLOGY,ACCESSORIES,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",29.99,1,0.000,13.20
878,CA-2016-116736,2016-01-17,2016-01-21,CC-12430,"Chuck Clark","HOME OFFICE","UNITED STATES","NEW HAMPSHIRE",CONCORD,03301,EAST,TEC-AC-10002049,TECHNOLOGY,ACCESSORIES,"Logitech G19 Programmable Gaming Keyboard",371.97,3,0.000,66.95
879,US-2014-158638,2014-09-17,2014-09-21,AG-10765,"Anthony Garverick","HOME OFFICE","UNITED STATES",PENNSYLVANIA,PHILADELPHIA,19120,EAST,OFF-BI-10003712,"OFFICE SUPPLIES",BINDERS,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",NULL,NULL,NULL,0.70
880,CA-2017-111689,2017-11-30,2017-12-02,HP-14815,"Harold Pawlan","HOME OFFICE","UNITED STATES","NEW YORK","NEW YORK CITY",10024,EAST,OFF-BI-10003984,"OFFICE SUPPLIES",BINDERS,"Lock-Up Easel 'Spel-Binder'",68.47,3,0.200,23.11
881,CA-2017-111689,2017-11-30,2017-12-02,HP-14815,"Harold Pawlan","HOME OFFICE","UNITED STATES","NEW YORK","NEW YORK CITY",10024,EAST,FUR-CH-10004287,FURNITURE,CHAIRS,"SAFCO Arco Folding Chair",1242.90,5,0.100,262.39
882,CA-2015-129098,2015-10-09,2015-10-13,DK-13090,"Dave Kipp",CONSUMER,"UNITED STATES",VIRGINIA,SPRINGFIELD,22153,SOUTH,OFF-ST-10001321,"OFFICE SUPPLIES",STORAGE,"Decoflex Hanging Personal Folder File, Blue",30.84,2,0.000,8.33
883,US-2017-123463,2017-12-23,2017-12-23,GZ-14470,"Gary Zandusky",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94109,WEST,OFF-AR-10001118,"OFFICE SUPPLIES",ART,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,0.000,5.93
884,CA-2016-165148,2016-10-22,2016-10-24,PM-19135,"Peter McVee","HOME OFFICE","UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,FUR-FU-10000732,FURNITURE,FURNISHINGS,"Eldon 200 Class Desk Accessories",31.40,5,0.000,10.05
885,CA-2014-134061,2014-04-29,2014-05-04,LL-16840,"Lauren Leatherbury",CONSUMER,"UNITED STATES","NEW YORK",ROCHESTER,14609,EAST,FUR-FU-10001424,FURNITURE,FURNISHINGS,"Dax Clear Box Frame",17.46,2,0.000,5.94
886,CA-2015-143602,2015-04-25,2015-04-28,JS-15595,"Jill Stevenson",CORPORATE,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90045,WEST,OFF-BI-10002071,"OFFICE SUPPLIES",BINDERS,"Fellowes Black Plastic Comb Bindings",13.94,3,0.200,4.53
887,CA-2017-115364,2017-06-26,2017-07-02,OT-18730,"Olvera Toch",CONSUMER,"UNITED STATES",CALIFORNIA,"SAN DIEGO",92105,WEST,OFF-ST-10002486,"OFFICE SUPPLIES",STORAGE,"Eldon Shelf Savers Cubes and Bins",83.76,12,0.000,1.68
888,CA-2017-150707,2017-10-14,2017-10-19,EL-13735,"Ed Ludwig","HOME OFFICE","UNITED STATES",MARYLAND,COLUMBIA,21044,EAST,OFF-BI-10001078,"OFFICE SUPPLIES",BINDERS,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",37.66,7,0.000,18.45
889,CA-2014-104976,2014-12-09,2014-12-16,CK-12760,"Cyma Kinney",CORPORATE,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-PA-10003845,"OFFICE SUPPLIES",PAPER,"Xerox 1987",34.68,6,0.000,16.99
890,CA-2017-132934,2017-06-20,2017-06-26,JE-15475,"Jeremy Ellison",CONSUMER,"UNITED STATES","NEW YORK","NEW ROCHELLE",10801,EAST,TEC-AC-10000927,TECHNOLOGY,ACCESSORIES,"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand",149.95,5,0.000,15.00
891,CA-2017-132934,2017-06-20,2017-06-26,JE-15475,"Jeremy Ellison",CONSUMER,"UNITED STATES","NEW YORK","NEW ROCHELLE",10801,EAST,OFF-BI-10001098,"OFFICE SUPPLIES",BINDERS,"Acco D-Ring Binder w/DublLock",51.31,3,0.200,18.60
892,CA-2017-133256,2017-06-26,2017-06-27,TH-21550,"Tracy Hopkins","HOME OFFICE","UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,OFF-PA-10001622,"OFFICE SUPPLIES",PAPER,"Ampad Poly Cover Wirebound Steno Book, 6" x 9"" Assorted Colors",NULL,NULL,1.000,0.00
893,CA-2017-133256,2017-06-26,2017-06-27,TH-21550,"Tracy Hopkins","HOME OFFICE","UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,OFF-AR-10003158,"OFFICE SUPPLIES",ART,"Fluorescent Highlighters by Dixon",15.92,4,0.000,5.41
894,CA-2017-133256,2017-06-26,2017-06-27,TH-21550,"Tracy Hopkins","HOME OFFICE","UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,TEC-PH-10002660,TECHNOLOGY,PHONES,"Nortel Networks T7316 E Nt8 B27",543.92,8,0.000,135.98
895,CA-2016-105494,2016-11-10,2016-11-12,PC-18745,"Pamela Coakley",CORPORATE,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-ST-10002205,"OFFICE SUPPLIES",STORAGE,"File Shuttle I and Handi-File",155.82,7,0.000,42.07
896,CA-2016-105494,2016-11-10,2016-11-12,PC-18745,"Pamela Coakley",CORPORATE,"UNITED STATES",CALIFORNIA,"SAN FRANCISCO",94122,WEST,OFF-BI-10003364,"OFFICE SUPPLIES",BINDERS,"Binding Machine Supplies",70.01,3,0.200,24.50
897,CA-2016-140634,2016-10-03,2016-10-06,HL-15040,"Hunter Lopez",CONSUMER,"UNITED STATES",TEXAS,HOUSTON,77095,CENTRAL,OFF-EN-10001099,"OFFICE SUPPLIES",ENVELOPES,"Staple envelope",15.65,2,0.200,5.09
898,CA-2014-144407,2014-09-09,2014-09-15,MS-17365,"Maribeth Schnelling",CONSUMER,"UNITED STATES",MICHIGAN,DETROIT,48227,CENTRAL,OFF-LA-10003923,"OFFICE SUPPLIES",LABELS,"Alphabetical Labels for Top Tab Filing",103.60,7,0.000,51.80
899,CA-2017-160983,2017-10-29,2017-10-31,GB-14530,"George Bell",CORPORATE,"UNITED STATES","NEW YORK",AUBURN,13021,EAST,OFF-PA-10002250,"OFFICE SUPPLIES",PAPER,"Things To Do Today Pad",46.96,8,0.000,22.54
900,US-2016-114622,2016-04-10,2016-04-12,JR-16210,"Justin Ritter",CORPORATE,"UNITED STATES",OHIO,SPRINGFIELD,45503,EAST,OFF-BI-10004716,"OFFICE SUPPLIES",BINDERS,"Wilson Jones Hanging Recycled Pressboard Data Binders",8.90,2,0.700,-6.53
901,CA-2017-150959,2017-11-11,2017-11-13,TD-20995,"Tamara Dahlen",CONSUMER,"UNITED STATES",TEXAS,GARLAND,75043,CENTRAL,OFF-LA-10001045,"OFFICE SUPPLIES",LABELS,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",10.44,5,0.200,3.39
902,CA-2017-150959,2017-11-11,2017-11-13,TD-20995,"Tamara Dahlen",CONSUMER,"UNITED STATES",TEXAS,GARLAND,75043,CENTRAL,OFF-BI-10001510,"OFFICE SUPPLIES",BINDERS,"Deluxe Heavy-Duty Vinyl Round Ring Binder",18.34,4,0.800,-32.09
903,CA-2017-132353,2017-09-15,2017-09-17,DB-13060,"Dave Brooks",CONSUMER,"UNITED STATES",ILLINOIS,CHICAGO,60653,CENTRAL,TEC-PH-10004536,TECHNOLOGY,PHONES,"Avaya 5420 Digital phone",323.98,3,0.200,20.25
904,CA-2016-130477,2016-04-08,2016-04-12,LC-17140,"Logan Currie",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90032,WEST,OFF-PA-10002947,"OFFICE SUPPLIES",PAPER,"Xerox 1923",20.04,3,0.000,9.62
905,CA-2016-130477,2016-04-08,2016-04-12,LC-17140,"Logan Currie",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90032,WEST,OFF-ST-10002583,"OFFICE SUPPLIES",STORAGE,"Fellowes Neat Ideas Storage Cubes",64.96,2,0.000,2.60
906,CA-2016-130477,2016-04-08,2016-04-12,LC-17140,"Logan Currie",CONSUMER,"UNITED STATES",CALIFORNIA,"LOS ANGELES",90032,WEST,OFF-PA-10000019,"OFFICE SUPPLIES",PAPER,"Xerox 1931",12.96,2,0.000,6.22
907,CA-2017-143259,2017-12-30,2018-01-03,PO-18865,"Patrick O'Donnell",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,FUR-BO-10003441,FURNITURE,BOOKCASES,"Bush Westfield Collection Bookcases, Fully Assembled",323.14,4,0.200,12.12
908,CA-2017-143259,2017-12-30,2018-01-03,PO-18865,"Patrick O'Donnell",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,TEC-PH-10004774,TECHNOLOGY,PHONES,"Gear Head AU3700S Headset",90.93,7,0.000,2.73
909,CA-2017-143259,2017-12-30,2018-01-03,PO-18865,"Patrick O'Donnell",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-BI-10003684,"OFFICE SUPPLIES",BINDERS,"Wilson Jones Legal Size Ring Binders",52.78,3,0.200,19.79
910,CA-2017-137596,2017-09-02,2017-09-07,BE-11335,"Bill Eplett","HOME OFFICE","UNITED STATES",MICHIGAN,JACKSON,49201,CENTRAL,TEC-PH-10001494,TECHNOLOGY,PHONES,"Polycom CX600 IP Phone VoIP phone",1199.80,4,0.000,323.95
911,CA-2017-137596,2017-09-02,2017-09-07,BE-11335,"Bill Eplett","HOME OFFICE","UNITED STATES",MICHIGAN,JACKSON,49201,CENTRAL,TEC-AC-10004666,TECHNOLOGY,ACCESSORIES,"Maxell iVDR EX 500GB Cartridge",1928.78,7,0.000,829.38
912,CA-2017-137596,2017-09-02,2017-09-07,BE-11335,"Bill Eplett","HOME OFFICE","UNITED STATES",MICHIGAN,JACKSON,49201,CENTRAL,OFF-ST-10003816,"OFFICE SUPPLIES",STORAGE,"Fellowes High-Stak Drawer Files",352.38,2,0.000,81.05
913,CA-2015-133627,2015-05-31,2015-06-07,SC-20050,"Sample Company A","HOME OFFICE","UNITED STATES",CONNECTICUT,NORWICH,06360,EAST,FUR-FU-10001935,FURNITURE,FURNISHINGS,"3M Hangers With Command Adhesive",22.20,6,0.000,9.10
914,CA-2017-102519,2017-11-27,2017-11-29,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES",WISCONSIN,MILWAUKEE,53209,CENTRAL,FUR-FU-10004091,FURNITURE,FURNISHINGS,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",46.94,1,0.000,19.25
915,CA-2017-102519,2017-11-27,2017-11-29,BM-11650,"Brian Moss",CORPORATE,"UNITED STATES",WISCONSIN,MILWAUKEE,53209,CENTRAL,TEC-AC-10001772,TECHNOLOGY,ACCESSORIES,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",143.73,9,0.000,56.05
916,US-2014-141215,2014-06-15,2014-06-21,KL-16555,"Kelly Lampkin",CORPORATE,"UNITED STATES",TEXAS,"SAN ANTONIO",78207,CENTRAL,FUR-TA-10001520,FURNITURE,TABLES,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.92,2,0.300,-18.56
917,US-2014-141215,2014-06-15,2014-06-21,KL-16555,"Kelly Lampkin",CORPORATE,"UNITED STATES",TEXAS,"SAN ANTONIO",78207,CENTRAL,FUR-CH-10003379,FURNITURE,CHAIRS,"Global Commerce Series High-Back Swivel/Tilt Chairs",797.94,4,0.300,-57.00
918,US-2014-141215,2014-06-15,2014-06-21,KL-16555,"Kelly Lampkin",CORPORATE,"UNITED STATES",TEXAS,"SAN ANTONIO",78207,CENTRAL,OFF-BI-10002706,"OFFICE SUPPLIES",BINDERS,"Avery Premier Heavy-Duty Binder with Round Locking Rings",8.57,3,0.800,-14.57
919,CA-2016-165218,2016-03-05,2016-03-11,RW-19630,"Rob Williams",CORPORATE,"UNITED STATES",TEXAS,DALLAS,75220,CENTRAL,OFF-EN-10000056,"OFFICE SUPPLIES",ENVELOPES,"Cameo Buff Policy Envelopes",149.35,3,0.200,50.41
920,CA-2016-165218,2016-03-05,2016-03-11,RW-19630,"Rob Williams",CORPORATE,"UNITED STATES",TEXAS,DALLAS,75220,CENTRAL,OFF-ST-10001558,"OFFICE SUPPLIES",STORAGE,"Acco Perma 4000 Stacking Storage Drawers",12.99,1,0.200,-0.81
921,CA-2014-138296,2014-12-05,2014-12-12,RC-19825,"Roy Collins",CONSUMER,"UNITED STATES",VIRGINIA,ALEXANDRIA,22304,SOUTH,OFF-ST-10002444,"OFFICE SUPPLIES",STORAGE,"Recycled Eldon Regeneration Jumbo File",24.56,2,0.000,6.88
922,CA-2015-111164,2015-04-11,2015-04-15,SE-20110,"Sanjit Engle",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,TEC-AC-10002473,TECHNOLOGY,ACCESSORIES,"Maxell 4.7GB DVD-R",85.14,3,0.000,34.91
923,CA-2015-111164,2015-04-11,2015-04-15,SE-20110,"Sanjit Engle",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,TEC-PH-10004531,TECHNOLOGY,PHONES,"OtterBox Commuter Series Case - iPhone 5 & 5s",21.99,1,0.000,10.56
924,CA-2015-111164,2015-04-11,2015-04-15,SE-20110,"Sanjit Engle",CONSUMER,"UNITED STATES","NEW YORK","NEW YORK CITY",10009,EAST,OFF-AP-10004487,"OFFICE SUPPLIES",APPLIANCES,"Kensington 4 Outlet MasterPiece Compact Power Control Center",406.60,5,0.000,113.85
